CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
16564,,Susan,L,Wu,,5097 Waterfall Way,,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0114,1969-08-07,Partial College,Manual,F,S,1,1,0,0,28111
16565,,Corey,E,Anand,,Zur Lindung 199,,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0145,1969-04-08,Graduate Degree,Clerical,M,M,1,0,0,0,82192
16566,,Ashlee,C,Shen,,"51, impasse Ste-Madeleine",,Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0155,1969-01-22,Graduate Degree,Clerical,F,S,1,0,0,0,56615
16567,,Erick,A,Lopez,,Erftplatz 6,,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0188,1969-09-10,Graduate Degree,Skilled Manual,M,S,1,0,0,0,68077
16568,,Caroline,,Coleman,,Kulmer Straße 2,,Kassel,Hessen,Germany,34117,1 (11) 500 555-0189,1922-02-13,Graduate Degree,Clerical,F,M,1,0,0,1,60432
16569,,Colleen,H,Li,,"40, rue Lauriston",,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0171,1952-09-12,Partial College,Manual,F,S,1,2,0,3,21058
16570,,Julie,G,She,,"7, place Beaubernard",,Versailles,Yveline,France,78000,1 (11) 500 555-0163,1952-03-20,Partial College,Manual,F,M,1,1,0,2,27920
16571,,Audrey,,Torres,,9883 Sierra Rd,,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0131,1951-09-09,Partial College,Manual,F,M,1,1,0,2,23909
16573,,Ruben,,Dominguez,,8859 Reliz Valley Road,,London,England,United Kingdom,C2H 7AU,1 (11) 500 555-0126,1968-02-10,Partial College,Manual,M,S,0,0,1,1,11846
16575,,Veronica,G,Vance,,6807 Snowberry Court,,Milton Keynes,England,United Kingdom,MK8 8DF,1 (11) 500 555-0112,1944-09-03,Graduate Degree,Management,F,S,0,2,4,4,150352
16576,,Corey,D,Beck,,"9, rue Léo Delibes",,Metz,Moselle,France,57000,1 (11) 500 555-0114,1946-10-12,Partial College,Professional,M,S,1,2,0,5,118135
16577,,Leah,E,Chen,,"1234, rue des Pyrenees",,Paris La Defense,Hauts de Seine,France,92081,1 (11) 500 555-0149,1946-04-03,Partial College,Professional,F,S,0,2,0,5,97143
16578,,Stefanie,,Weber,,Auf der Krone 4553,,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0146,1946-12-05,Bachelors ,Management,F,S,1,4,3,3,103496
16579,,Zachary,L,Davis,,4008 Charlotte Court,,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0161,1953-06-20,High School,Professional,M,M,1,1,3,4,101799
16580,,Dawn,C,Chen,,"184, rue de Varenne",,Metz,Moselle,France,57000,1 (11) 500 555-0121,1954-07-04,High School,Professional,F,M,0,2,4,4,80307
16583,,Justin,A,Martinez,,Alderstr 8229,,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0185,1954-05-05,High School,Professional,M,M,1,3,4,4,112196
16587,,Zachary,,Martinez,,Herzogstr 4662,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0190,1953-09-11,Bachelors ,Management,M,M,1,2,5,5,158042
16588,,Andre,,Martinez,,5598 Mt. Palomar Pl.,,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0154,1953-04-03,Partial College,Professional,M,M,1,2,5,5,164262
16589,,Martin,,Suri,,5425 Highland Circle,,Maidenhead,England,United Kingdom,SL67RJ,1 (11) 500 555-0111,1953-04-10,Partial College,Professional,M,M,1,2,5,5,159044
16590,,Shawn,C,Deng,,4678 Pelican Loop,,Oxford,England,United Kingdom,OX14 4SE,1 (11) 500 555-0164,1953-09-02,Bachelors ,Management,M,M,1,3,5,5,166662
16591,,Clarence,,He,,1082 Selena Court,,Reading,England,United Kingdom,RG7 5H7,1 (11) 500 555-0181,1953-10-27,Bachelors ,Management,M,M,1,4,4,4,168262
16592,,Jacquelyn,R,Gomez,,"39, route de Marseille",,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0115,1952-11-15,Partial College,Professional,F,M,1,2,1,4,84075
16593,,Suzanne,,He,,6894 Oeffler Ln.,,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0114,1952-01-05,Partial College,Professional,F,M,0,3,5,5,134678
16594,,Andrew,C,Jones,,2855 Playa,,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0113,1952-03-04,Bachelors ,Management,M,M,0,3,5,5,169262
16595,,Cameron,L,Anderson,,37 Peachwillow Lane,,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0151,1952-07-19,Bachelors ,Management,M,M,1,3,5,5,168242
16596,,Gabrielle,B,Carter,,"1, rue de Maubeuge",,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0197,1951-03-28,Partial High School,Skilled Manual,F,S,1,2,2,5,56860
16597,,Kelli,L,Xu,,Curieweg 4666,,Salzgitter,Hessen,Germany,38231,1 (11) 500 555-0149,1951-03-15,Partial College,Professional,F,S,1,4,4,4,97953
16598,,Kate,,Rai,,7775 San Ysidro Court,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0136,1951-11-03,High School,Professional,F,S,0,3,5,5,131017
16599,Sr.,Ramón,S,Cai,,7922 Rancho View Drive,,London,England,United Kingdom,W1Y 3RA,1 (11) 500 555-0160,1950-05-17,Bachelors ,Management,M,M,1,3,5,5,166768
16600,,Janet,V,Suarez,,"112, avenue du Québec",,Sèvres,Hauts de Seine,France,92310,1 (11) 500 555-0168,1948-05-16,High School,Management,F,S,1,3,1,4,108936
16601,,Tabitha,Y,Rana,,8320 Rotherham Dr,,Oxford,England,United Kingdom,OX1,1 (11) 500 555-0156,1948-02-09,High School,Management,F,S,0,4,5,5,114905
16602,,Jill,A,Travers,,1723 Alvarado Dr,,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0152,1948-09-19,High School,Management,F,M,1,4,5,5,132087
16603,Mr.,Scott,,Seely,,Berliner Platz 774,,München,Hamburg,Germany,80074,209-555-0100,1947-11-19,Partial High School,Professional,F,M,1,3,5,5,117582
16604,,Roy,M,Serrano,,Buergermeister-ulrich-str 41,,Sulzbach Taunus,Saarland,Germany,66272,1 (11) 500 555-0124,1947-01-04,High School,Management,M,M,0,4,5,5,159159
16605,,Toni,,Randall,,7957 Hermosa,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0157,1975-11-10,Bachelors ,Professional,F,M,1,4,0,0,86389
16606,,Ricky,F,Blanco,,3967 High Street,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0182,1976-11-09,Bachelors ,Professional,M,S,1,3,0,0,104798
16607,,Logan,,Gonzales,,8200 Showtime Court,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0111,1975-08-27,Bachelors ,Professional,M,M,1,3,0,0,101116
16608,,Ricky,C,Martin,,2912 Guadalupe,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0133,1975-12-13,Bachelors ,Professional,M,S,1,3,0,0,107684
16609,,Gary,E,Jimenez,,707 Willcrest Circle,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0198,1974-08-13,Bachelors ,Professional,M,S,0,4,0,0,88169
16610,,Sydney,,Clark,,9864 Bates Court,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0157,1974-06-23,Bachelors ,Professional,F,M,0,4,0,0,85140
16611,,Dylan,E,Rodriguez,,7135 Pinehurst Court,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0184,1975-01-16,Bachelors ,Professional,M,S,0,3,0,0,135217
16612,,Ebony,E,Ashe,,1956 Pine Drive,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0123,1975-08-22,Bachelors ,Professional,F,S,0,2,0,0,117317
16613,,Cassie,S,Sutton,,5984 Dewing Avenue,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0139,1974-04-08,Bachelors ,Professional,F,M,1,4,0,0,86739
16614,,Alison,A,Shen,,1134 Concord Pl.,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0128,1973-09-22,Bachelors ,Professional,F,M,1,3,0,0,109807
16615,,Kaitlin,L,Patel,,8117 Green View Court,,Perth,South Australia,Australia,6006,1 (11) 500 555-0167,1973-02-08,Bachelors ,Professional,F,S,0,3,0,0,105363
16616,,Kelvin,L,Liang,,6684 Galloway Drive,,Perth,South Australia,Australia,6006,1 (11) 500 555-0176,1974-06-06,Bachelors ,Professional,M,S,0,2,0,0,131136
16617,,Alvin,M,Xie,,8592 Camelback Ct.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0185,1974-02-06,High School,Management,M,M,1,1,5,5,113343
16619,,Whitney,,Perez,,4231 Highland Dr.,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0111,1974-05-05,Partial High School,Professional,F,M,0,4,5,5,117946
16620,,Cameron,M,Thompson,,9080 San Carlos Avenue,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0141,1973-05-16,Bachelors ,Professional,M,M,1,3,0,0,132025
16621,Ms.,Birgit,,Seidel,,543 Northwood Drive,,Bendigo,Victoria,Australia,3550,492-555-0100,1973-03-16,High School,Management,F,M,0,2,5,5,93115
16622,,Byron,,Navarro,,2624 El Monte Drive,,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0143,1973-05-15,High School,Management,M,S,1,2,5,5,125192
16623,,Andres,L,Lal,,4976 Singingwood Court,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0127,1973-09-04,Bachelors ,Professional,M,S,1,4,5,5,173481
16624,,Albert,R,Alvarez,,3541 Corte Poquito,,Perth,South Australia,Australia,6006,1 (11) 500 555-0114,1972-07-27,Bachelors ,Professional,M,S,0,3,0,0,145939
16625,,Grant,C,Deng,,8759 Pastime Dr.,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0148,1972-05-22,High School,Management,M,M,0,2,5,5,111009
16626,,Nathaniel,E,Morgan,,2496 Greendell Pl.,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0118,1972-07-18,High School,Management,M,S,1,3,5,5,117509
16627,,Claudia,R,Chen,,5955 Colfax Street,,Findon,South Australia,Australia,5023,1 (11) 500 555-0110,1971-05-27,Bachelors ,Professional,F,M,1,4,0,0,110807
16628,,Francisco,,Prasad,,1970 Napa Ct.,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0144,1971-04-19,Bachelors ,Professional,M,S,0,4,0,0,126067
16629,,Rosa,G,Zheng,,2391 St. Peter Court,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0195,1972-09-13,High School,Management,F,S,1,4,5,5,141290
16630,,Jaime,L,Sutton,,7964 Gentrytown Drive,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0126,1972-07-11,High School,Management,M,M,1,4,5,5,151654
16631,,Haley,J,Ward,,6071 Mi Casa Court,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0155,1971-03-20,Bachelors ,Professional,F,S,1,4,0,0,117825
16632,,Ruben,,Romero,,5263 Etcheverry Dr,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0130,1971-05-17,High School,Management,M,S,1,3,5,5,128799
16633,,Kelli,E,Becker,,6006 Hackamore Lane,,Seaford,Victoria,Australia,3198,1 (11) 500 555-0114,1971-12-26,High School,Management,F,M,1,4,5,5,91272
16634,,Jenny,A,Hu,,1589 Mt. Tamalpais Place,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0180,1970-02-16,Bachelors ,Professional,F,M,1,4,0,0,108120
16635,,Erick,,Suri,,101 Adobe Dr,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0115,1970-02-14,Partial High School,Professional,M,M,1,4,5,5,113282
16637,,Evan,,King,,7492 Duckhorn Court,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0186,1971-08-19,High School,Management,M,M,1,4,5,5,153494
16638,,Dennis,M,Ye,,4921 St. Geemain Lane,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0118,1971-08-11,Partial High School,Professional,M,M,1,4,5,5,136220
16639,,Renee,E,Romero,,1767 Holton Court,,Melton,Victoria,Australia,3337,1 (11) 500 555-0188,1971-07-11,Partial High School,Professional,F,S,1,4,5,5,139064
16640,,Colin,M,Lal,,6309 Poplar Avenue,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0166,1971-06-03,Partial High School,Management,M,M,0,4,5,5,161625
16641,,Julia,I,Bailey,,5634 Blue Ridge Drive,,La Jolla,California,United States,92806,855-555-0183,1941-05-17,Bachelors ,Management,F,S,1,2,0,5,64296
16642,,Mason,L,Mitchell,,1983 Cliffside Drive,,Yakima,Washington,United States,98901,857-555-0122,1941-11-07,Bachelors ,Management,M,S,0,4,3,3,151620
16643,,Fernando,,Wilson,,6104 Santa Maria Ct.,,Port Hammond,British Columbia,Canada,V6B 3P7,714-555-0112,1941-07-19,Graduate Degree,Management,M,S,0,4,2,2,180308
16644,,Leonard,C,Goel,,3361 Crow Street,,Burbank,California,United States,91502,122-555-0168,1941-12-23,Graduate Degree,Management,M,M,1,2,3,3,177525
16645,,Chelsea,,Subram,,3029 Arnold Dr,,Chula Vista,California,United States,91910,769-555-0116,1942-10-18,Bachelors ,Management,F,M,1,2,0,5,116831
16646,,Xavier,C,Collins,,3002 Carmel Drive,,Oak Bay,British Columbia,Canada,V8P,815-555-0139,1942-10-25,Graduate Degree,Management,M,M,1,3,3,3,141215
16647,,Anna,,Alexander,,3029 Pastime Dr,# 2,Daly City,California,United States,94015,150-555-0156,1942-10-18,Graduate Degree,Management,F,M,1,3,4,4,166125
16648,,Rachel,,Coleman,,5293 Juliet Court,,Glendale,California,United States,91203,696-555-0172,1942-06-26,Bachelors ,Management,F,M,1,4,3,3,144108
16649,,Makayla,,Stewart,,6330 Limewood Pl,,Metchosin,British Columbia,Canada,V9,286-555-0118,1943-02-07,Bachelors ,Management,F,M,1,3,4,4,129460
16650,,Kaitlyn,J,Green,,2656 Stafford Ave.,,Oregon City,Oregon,United States,97045,370-555-0176,1943-09-03,Graduate Degree,Management,F,M,1,3,4,4,155748
16651,,Abigail,,Martinez,,8020 Charlotte Ave.,,Issaquah,Washington,United States,98027,925-555-0112,1943-09-26,Bachelors ,Management,F,M,1,3,4,4,133253
16652,,Nicole,R,Richardson,,2687 Gilberto,,La Jolla,California,United States,92806,302-555-0112,1973-08-06,Partial College,Skilled Manual,F,M,1,2,0,0,69500
16653,,Isabella,,Phillips,,7523 Surf View Drive,,Issaquah,Washington,United States,98027,460-555-0164,1973-04-16,Partial College,Professional,F,M,1,2,0,0,79137
16654,,Heather,,Zhang,,4286 NE 3rd Court,,Cliffside,British Columbia,Canada,V8Y 1L1,302-555-0184,1973-03-18,Partial College,Professional,F,M,1,2,0,0,75976
16655,,Destiny,M,Taylor,,4210 Concord Blvd.,,Lakewood,California,United States,90712,495-555-0168,1976-03-26,Partial College,Professional,F,M,1,2,0,0,78787
16656,,Ronnie,,Zhang,,2479 Killdeer Court,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0161,1955-05-10,High School,Skilled Manual,M,M,0,2,0,2,111775
16658,,Ashlee,E,Raje,,7281 Barberry Court,,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0174,1955-04-15,High School,Skilled Manual,F,S,1,2,0,2,97474
16659,,Emily,,Jones,,9716 Broadmoor Drive,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0173,1955-12-03,High School,Skilled Manual,F,S,1,2,0,2,101277
16660,,Lee,M,Blanco,,6567 Pinole Valley Rd,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0190,1956-06-03,High School,Skilled Manual,M,S,0,2,0,2,94379
16661,,Shane,,Raman,,7560 Franklin Canyon Road,,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0128,1956-04-15,High School,Skilled Manual,M,S,1,2,0,2,89174
16662,,Stacey,,Gao,,1825 Corte Del Prado,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0187,1957-03-08,High School,Professional,F,S,0,2,0,2,71047
16663,,Rosa,A,Lu,,4487 Coldwater Drive,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0190,1957-10-09,High School,Professional,F,S,0,2,0,2,84581
16664,,Sophia,,Nelson,,"88, rue Pierre-Demoulin",,Melton,Victoria,Australia,3337,1 (11) 500 555-0127,1958-06-17,Graduate Degree,Management,F,M,1,1,1,1,149505
16665,,Linda,,Suarez,,258 Bluejay Dr.,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0176,1958-06-25,Graduate Degree,Management,F,S,0,2,1,1,148273
16666,,Taylor,,Torres,,8932 Condor Place,,Newton,British Columbia,Canada,V2M1P1,634-555-0146,1973-04-09,Bachelors ,Management,F,S,0,1,0,0,105698
16667,,Allison,,Sanchez,,8228 Seal Way,,Vancouver,British Columbia,Canada,V7L 4J4,296-555-0123,1974-11-05,High School,Professional,F,S,1,2,0,0,38715
16668,,Levi,,Malhotra,,3005 Banyan Way,,Chicago,Illinois,United States,60610,201-555-0171,1974-07-18,High School,Professional,M,S,0,2,0,0,55825
16669,,Benjamin,,Martinez,,6665 Homestead Ave.,,Kirkland,Washington,United States,98033,546-555-0169,1974-03-24,Partial College,Professional,M,S,1,2,0,0,106375
16672,,Nicole,A,Martinez,,8189 Lydia Lane,,Walla Walla,Washington,United States,99362,281-555-0154,1974-06-28,Partial College,Professional,F,S,1,2,0,0,72940
16673,,Curtis,O,Guo,,5870 Louisiana Dr.,,Beverly Hills,California,United States,90210,985-555-0124,1974-05-08,Partial College,Professional,M,S,0,2,0,0,94603
16674,,Ricardo,,Yuan,,6870 D Bel Air Drive,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0113,1959-11-13,Graduate Degree,Management,M,M,1,3,1,1,179253
16675,,Kristi,W,Arthur,,1515 Tuolumne St.,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0164,1959-06-17,Graduate Degree,Management,F,S,0,3,0,0,154433
16676,,Amanda,,Perry,,7870 Orangewood Dr.,,Grossmont,California,United States,91941,553-555-0122,1966-03-26,Graduate Degree,Management,F,M,1,3,1,1,151273
16677,,Jack,S,Hughes,,492 Loveridge Circle,,Los Angeles,California,United States,90012,137-555-0114,1966-08-14,Graduate Degree,Management,M,M,1,4,1,1,182120
16680,,Carlos,,Edwards,,5576 Westminster Pl.,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0181,1963-03-16,Bachelors ,Professional,M,M,0,1,0,0,96260
16681,,Louis,A,Chande,,3774 Napa Court,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0134,1967-03-15,Bachelors ,Professional,M,S,1,4,5,5,117210
16682,,Kristy,,Ramos,,2078 Jennifer Way,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0152,1967-07-09,Bachelors ,Professional,F,M,1,0,4,4,94730
16683,,Christy,,Rai,,4814 Ward Street,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0115,1967-03-05,Bachelors ,Professional,F,M,1,0,4,4,101155
16684,,Joel,,Perez,,6566 Pinole Valley Rd.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0138,1962-11-18,Bachelors ,Professional,M,M,1,1,0,1,94800
16685,,Robin,,Dominguez,,3296 Trinity Ave,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0196,1962-06-13,Bachelors ,Professional,F,S,1,1,0,1,82261
16687,,Lawrence,C,Romero,,1386 Eastgate,,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0194,1961-04-11,Partial College,Skilled Manual,M,S,0,1,0,1,87562
16688,,Tabitha,L,Gomez,,9941 Roanwood Way,,Findon,South Australia,Australia,5023,1 (11) 500 555-0119,1961-10-04,Partial College,Skilled Manual,F,S,0,1,0,1,57988
16691,,Paula,B,Romero,,4345 Azoras Circle,,Perth,South Australia,Australia,6006,1 (11) 500 555-0158,1966-11-06,Graduate Degree,Management,F,S,0,2,0,0,159471
16692,,Jay,,Diaz,,5612 Piedmont Dr.,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0181,1960-04-17,Partial College,Skilled Manual,M,M,1,1,0,1,101889
16693,,Ethan,G,Coleman,,6705 Tweed Lane,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0118,1960-07-23,Partial College,Skilled Manual,M,M,1,1,0,1,79285
16694,,Mandy,L,Sun,,8890 Lake Place,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0164,1960-05-10,Partial College,Skilled Manual,F,M,1,1,0,1,82930
16696,,Claudia,M,Zeng,,8310 MountainAire Pkwy.,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0159,1965-02-11,Bachelors ,Professional,F,S,0,1,0,0,79417
16697,,Wyatt,,Henderson,,3001 Silverwood Dr.,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0179,1965-05-03,Bachelors ,Professional,M,S,1,4,5,5,124337
16698,,Mallory,P,Gill,,4036 Elk Dr,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0150,1964-08-09,Bachelors ,Professional,F,S,0,1,0,0,93183
16699,,Dominic,J,Kapoor,,289 D Bel Air Drive,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0111,1959-08-28,Bachelors ,Professional,M,M,1,1,0,5,120763
16700,,Billy,L,Gill,,7437 Margaret Ct.,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0121,1963-06-21,Bachelors ,Professional,M,S,0,1,0,0,109416
16701,,Laura,,Zheng,,4428 Jones Rd.,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0110,1963-07-17,Bachelors ,Professional,F,S,0,2,0,0,76305
16702,,Patricia,T,Raman,,7008 Buckingham Dr.,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0184,1962-03-16,Partial College,Skilled Manual,F,M,1,1,0,1,73999
16703,,Denise,,Sanchez,,8679 Mt. Tamlapais Place,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0154,1962-05-05,Partial College,Skilled Manual,F,M,1,1,0,1,85760
16704,,Karla,K,Chavez,,699 Hummingbird Ct.,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0178,1961-06-02,Partial College,Skilled Manual,F,M,1,2,4,5,70264
16705,,Jacqueline,,Wood,,1645 Appleton Court,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0124,1958-07-11,Bachelors ,Professional,F,M,0,2,4,5,103609
16706,,Jenny,W,Shan,,7207 Sycamore Dr.,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0150,1958-05-10,Bachelors ,Professional,F,M,1,2,4,5,109553
16707,,Derrick,,Serrano,,1160 Camelback Road,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0149,1958-04-07,Bachelors ,Professional,M,S,1,1,0,2,137949
16708,,Kellie,,Sanz,,3189 La Salle St.,,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0137,1958-10-11,Bachelors ,Management,F,S,0,1,0,2,102115
16709,,Roy,A,Alvarez,,2959 Freda Drive,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0116,1936-06-16,Partial College,Clerical,M,M,0,2,0,2,61276
16710,,Carla,,Arthur,,6086 Glen Wood Drive,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0154,1960-09-15,Partial College,Skilled Manual,F,M,1,3,4,5,50583
16711,,Jorge,,Zhao,,7527 Eola,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0144,1960-02-02,Partial College,Skilled Manual,M,M,1,3,4,5,99994
16712,,Suzanne,K,Lu,,7605 Mount Dr.,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0167,1956-10-24,Partial College,Skilled Manual,F,S,0,1,0,1,82193
16713,,Tony,L,Nara,,7922 Rock Island Drive,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0115,1953-11-06,Bachelors ,Management,M,M,1,1,0,2,81307
16714,,Dalton,,Nicholls,,8433 Kenmore,,National City,California,United States,91950,157-555-0189,1976-08-10,High School,Skilled Manual,M,M,1,2,0,0,47522
16715,,Katelyn,C,Ramirez,,5424 Bel Air Drive,,Mill Valley,California,United States,94941,731-555-0157,1976-09-21,High School,Skilled Manual,F,M,1,2,0,0,29357
16716,,Jose,,Henderson,,3131 Greer Ave,,Puyallup,Washington,United States,98371,580-555-0119,1976-02-03,High School,Skilled Manual,M,S,0,2,0,0,49662
16717,,Masaki,,Umeda,,3505 Graham St.,,Langford,British Columbia,Canada,V9,154-555-0148,1975-04-11,High School,Skilled Manual,F,M,1,1,0,0,43452
16718,,Gavin,T,Stone,,4668 East Avenue,,Downey,California,United States,90241,651-555-0192,1975-07-26,High School,Skilled Manual,M,S,1,1,0,0,45519
16719,,Trevor,,Russell,,7063 S. 107th Street,,Burlingame,California,United States,94010,367-555-0124,1975-01-11,High School,Skilled Manual,M,S,1,1,0,0,41834
16720,,Morgan,C,Perry,,878 Amador Ct,,Burbank,California,United States,91502,587-555-0176,1980-11-17,High School,Skilled Manual,F,S,1,2,0,0,52144
16721,,Xavier,,Sanders,,8589 Shannon Ln.,,Langley,British Columbia,Canada,V3A 4R2,489-555-0113,1980-09-03,High School,Skilled Manual,M,M,0,2,0,0,45617
16722,,Sean,L,Gray,,5694 C Del Rio Circle,,Puyallup,Washington,United States,98371,977-555-0178,1980-06-27,High School,Skilled Manual,M,S,1,2,0,0,50323
16723,,Barbara,,Zhao,,7076 Terry Lynn Lane,,Burlingame,California,United States,94010,464-555-0130,1980-09-14,High School,Skilled Manual,F,M,1,2,0,0,62779
16725,,Jacob,,Williams,,7640 First Ave.,,Issaquah,Washington,United States,98027,370-555-0144,1980-06-21,High School,Skilled Manual,M,M,1,2,0,0,60665
16726,,Miguel,,Wood,,9666 Pinehurst Court,,El Cajon,California,United States,92020,391-555-0141,1979-05-26,High School,Skilled Manual,M,M,1,2,0,0,44109
16727,,Charles,,Johnston,,115 Pine Creek Way,,Lynnwood,Washington,United States,98036,540-555-0148,1980-11-17,High School,Skilled Manual,M,S,0,2,0,0,56787
16728,,Cole,D,Morris,,1517 Chisholm Way,,Milwaukie,Oregon,United States,97222,843-555-0140,1980-01-21,High School,Skilled Manual,M,M,1,2,0,0,63725
16730,,Mariah,C,Long,,5543 Royal Arch Court,,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0181,1937-10-01,Partial College,Clerical,F,M,0,2,0,2,41369
16731,,Nicole,,White,,9003 C St.,,Newton,British Columbia,Canada,V2L3W8,109-555-0165,1979-02-09,Partial High School,Clerical,F,S,0,2,0,0,38881
16732,,Natalie,,Flores,,3805 Brushcreek Court,,Port Orchard,Washington,United States,98366,433-555-0124,1978-06-25,High School,Skilled Manual,F,S,0,2,0,0,47416
16733,,Douglas,M,Srini,,6733 North Star Dr,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0188,1938-09-06,Bachelors ,Management,M,M,1,2,0,2,68883
16734,,Emma,,Martinez,,5337 Claudia Dr.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0144,1938-03-23,Bachelors ,Management,F,S,1,2,0,2,51132
16735,,Melissa,,Hayes,,9737 Oak Creek Ct,#65,Lynnwood,Washington,United States,98036,855-555-0159,1977-06-06,High School,Skilled Manual,F,S,0,2,0,0,38359
16736,,Kelly,,Alexander,,25 Leisure Lane,,Port Orchard,Washington,United States,98366,779-555-0125,1977-09-20,High School,Skilled Manual,F,S,0,2,0,0,21824
